,SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
1144,C=CCOc1ccccc1C1CC(O)=Nc2c1c(C)nn2-c1ccc(O)nn1,3.694,377.397,7,2,5,3.565,105.65
1617,CC(C)(C)c1cc(-c2nc3c4c(ncn3n2)CCC4)n[nH]1,3.245,282.344,4,1,2,3.245,71.75
3085,Nc1nnc2sc3cc(Br)ccc3n12,2.507,269.121,2,1,0,2.507,84.45
3126,Cc1cccn2c(=O)c(/C=N/O)c(NCc3ccco3)nc12,0.864,298.297,4,2,4,0.864,90.43
2503,CCCN(CCC)C(=O)c1cc2cc(Cl)ncc2n1CCOC,3.371,337.844,3,0,8,3.371,47.36
584,CCC1=NN2C(=NC(C(=O)O)=CC2c2ccc(O)cc2)N1,1.326,286.286,5,3,3,-0.495,97.52
2195,O=c1[nH]c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(=O)n1Cc1ccc(Cl)cc1Cl,5.744,459.272,2,1,4,5.744,49.41
160,O=C1C(c2cnc3ccccc3c2)=C(c2cc(F)cc(F)c2)c2ccc(OCCN3CCS(=O)(=O)CC3)cc21,4.965,546.584,6,0,6,4.965,84.95
1111,CCc1cccc(N2C(=O)Nc3ccccc3N2O)c1,2.938,269.298,2,2,2,2.956,55.81
2798,OCCNc1nc(Cl)nc(Nc2ccc3c(c2)OCO3)n1,2.43,309.708,6,3,5,2.43,101.42
1915,O=C(CCC1N=C(O)N(Cc2ccco2)C1=O)Nc1ccc2cc[nH]c2c1,2.127,366.371,4,3,6,2.127,110.93
859,CCCCC/N=c1\n(C)c(=O)nc2sccn12,2.484,252.336,4,0,4,2.474,73.56
952,O=c1[nH]c(N2CCCC2)nc2ncc3c(c12)CCC3,1.937,256.303,3,1,1,1.937,57.59
3420,CCOc1cc2c(cc1CNc1ccnc3c1cnn3C)OC(C)C2,2.888,338.404,4,1,5,2.901,61.2
1331,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cn2)C1,-0.759,387.34,6,2,3,-0.364,112.65
1219,Cc1ccc(C(OC(=O)CC(C)C)c2cc(=O)cc[nH]2)cc1,2.827,299.364,3,1,6,2.828,55.4
1215,COc1ccccc1CNC(=O)c1c(OCC(C)C)cc(=O)n2c1CCCCC2,3.035,398.495,4,1,7,3.035,67.87
2676,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1cccnc1,4.12,354.444,2,1,1,4.459,41.99
606,Cc1cc(Cl)ccc1NS(=O)(=O)c1cc(-c2ccc(=O)n(-c3c(C)noc3C)n2)ccc1C,4.236,484.955,5,1,5,4.316,113.25
164,CN(C)C1CCN(c2ncnn3c(Br)ccc23)CC1,2.224,324.22,3,0,2,1.266,36.67
2154,O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)Nc1ccc2c(c1)OCCO2,2.355,438.824,7,1,4,2.343,110.94
1040,COc1ccc(Cn2c(-c3c(C)n[nH]c3-c3ccccc3)nc3ccccc32)cc1,5.579,394.468,3,1,5,5.579,55.73
1978,COC1CCN(c2ncnc3c2c(Br)cn3S(=O)(=O)c2ccc(C)cc2)CC1,3.678,465.364,5,0,4,3.678,85.7
2665,O=C(Nc1ccc2nc(N3CCN(c4ccccc4)CC3)cc(C(=O)O)c2c1)c1ccccc1F,4.966,470.495,4,2,5,4.629,85.77
3348,COc1nc([N+](=O)[O-])cn1CC(OCc1ccc(F)cc1)c1ccc(F)cc1F,4.563,407.343,5,0,8,4.563,82.1
329,CC1(C(=O)NC2CCCCCC2)Cn2c(cc3occc32)C(=O)N1Cc1ccco1,3.835,409.478,2,1,4,3.835,80.62
2011,O=S(=O)(c1cccc2cccnc12)N1CCCC1c1noc(CO)n1,0.56,360.388,6,1,4,0.56,117.8
2528,c1ccc(-n2ncc3c(Nc4cccc5ccccc45)ncnc32)cc1,4.674,337.377,3,1,3,4.674,55.63
2546,CCOc1cccc(CNC(=O)c2c(OCC(C)C)cc(=O)n3c2CCCCC3)c1,3.384,412.522,4,1,8,3.384,67.87
3368,CCN(CC(=O)NC)C(=O)c1cc(C)c(C)c(S(=O)(=O)NC)c1,0.536,341.426,4,2,6,0.557,103.96
1429,CN(C(=O)CN1CC[C@@H]2OCc3cnnn3[C@H]2C1)c1ccccc1,0.632,327.381,5,0,3,0.402,63.49
3230,Cc1cc(C)nc(NC(=N)Nc2ccc(CC(=O)OC(C)C)cc2)n1,2.501,341.408,5,3,8,2.514,99.99
2141,O=C(C1CCCC1)N1CCc2nc3cc(C4CCCN(C(=O)C5CCCC5)C4)nn3c(O)c2C1,3.594,465.588,5,1,3,3.594,91.04
809,COc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc(Cl)c2[nH]c3c(S(=O)(=O)C(C)C)cccc3c12,6.687,613.167,6,2,8,6.686,121.99
433,COc1ccc(Sc2nn(S(C)(=O)=O)c3ccccc23)cc1OC,3.879,364.439,6,0,5,3.879,104.1
1107,O=c1c2ncn(C3CCS(=O)(=O)C3)c2ncn1Cc1ccc(F)cc1,0.899,362.379,5,0,3,0.872,93.01
2091,CC(C)[C@@H](C(=O)Nc1n[nH]c2cccc(F)c12)N1Cc2ccccc2C1=O,3.349,366.389,3,2,4,3.346,78.09
860,COc1cc(C(=O)Nc2ncc3c(n2)CC(c2ccc(C)cc2)CC3=O)cc(OC)c1OC,3.606,447.483,7,1,6,3.54,99.64
274,C=CCn1cc(Cl)cc/c1=N\C=C(/C#N)C(=O)OCC,1.171,291.733,4,0,6,1.068,65.69
967,O=C(c1ccc(OC(c2ccc(Cl)cc2)c2ccccc2Cl)c(F)c1)N1CC(O)C(O)C1,4.754,476.324,4,2,5,4.754,70.0
2758,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ncccc13)NC2c1ccc(F)cc1,4.754,372.435,2,1,1,4.754,41.99
3454,Cc1ccc2c(c1)N(C(=O)c1cccc(F)c1)CC(C)O2,3.691,285.313,2,0,1,3.691,29.54
2139,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc2ccc3ccccc3c2o1,4.003,428.48,4,1,4,4.003,63.94
1346,COc1ccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)c(OC)c1,6.252,505.652,3,1,4,6.252,112.21
2813,O=C(NCc1ccc(F)cc1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccs1,6.497,477.617,1,1,3,6.497,93.75
885,COCCOC(=O)c1c(C)[nH]c(C(=O)N2CCOc3ccc(S(C)(=O)=O)cc32)c1C,1.89,436.479,7,1,7,1.89,123.38
556,CCc1nc2cc(-c3ccc(OC)nc3)cnc2[nH]1,2.212,254.287,4,1,3,2.388,63.69
908,COc1ccc(NS(=O)(=O)c2c(C)nn(-c3ccc(-c4ccccc4)nn3)c2C)cc1F,4.029,453.489,6,1,6,4.128,107.38
1381,O=C(NC1(c2nnc[nH]2)CCC1)c1cncc(F)c1,0.249,261.255,4,2,3,0.249,83.56
2117,Cc1ccc(N2CCCS2(=O)=O)cc1NS(=O)(=O)CC12CCC(CC1=O)C2(C)C,1.568,440.577,5,1,5,1.567,117.38
2562,COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,2.742,402.395,8,0,7,2.742,81.68
509,CCOC(=O)C1=C(O)CN(Cc2ccc(F)cc2)C1=O,1.362,279.264,4,1,5,1.015,66.84
2388,Cc1nc2c(cc1-c1ccccc1)[nH]c(=O)n2Cc1ccc(-c2cc(CC(C)C)sc2S(=O)(=O)NC(C)(C)C)cc1,6.339,588.783,4,2,9,6.339,128.01
221,CN(Cc1ccccc1)Cc1cc(=O)n2nc(-c3ccc(C(C)(C)C)cc3)nc2[nH]1,4.672,401.504,4,1,6,4.389,63.05
1297,COC(=O)c1c(C)nc2n(CCN3CCOCC3)c3ccccc3n12,1.96,342.392,5,0,5,1.96,61.0
146,Nc1ccc(Oc2ccnc3ccsc23)c(F)c1,2.988,260.287,2,1,2,3.01,76.38
1777,O=C(C1CCC1)N1CCCC1c1nc(C2CCOCC2)no1,1.249,305.372,4,0,3,1.249,68.46
1053,Cc1ccccc1-c1cccc2nc(-c3ccccc3)nn12,4.678,285.342,2,0,2,4.678,30.19
1822,Cc1ccc(S(=O)(=O)Nc2cccc(NS(=O)(=O)c3ccc(C)cc3)c2-n2ccc3cccnc32)cc1,4.902,532.634,5,2,7,4.904,126.92
2851,CCOC(=O)N1CCN(S(=O)(=O)c2c(C)c(C)c(C)c(C)c2C)CC1,3.586,368.491,4,0,4,3.586,75.3
508,c1ccc2c(c1)CCCC2N1CCC2(CC1)Oc1ccccc1C1CC(c3ccncc3)=NN12,4.988,450.575,4,0,2,4.567,40.96
323,COc1ccc(-c2nnc3c4ccccc4c(Cl)nn23)cc1,3.543,310.738,4,0,2,3.543,52.31
1561,COc1cc2c(cc1OC)CN(C(=O)COc1cn(C)c(C)cc1=O)[C@H](C(N)=O)C2,-0.033,415.44,6,1,6,-0.033,111.4
176,O=S(=O)(c1ccccc1)n1ccc2ncccc21,2.758,258.296,3,0,2,2.759,60.34
2852,O=C1CCc2cc3oc(-c4ccc(F)cc4)nc3cc21,3.551,267.254,2,0,1,3.551,43.1
1908,Nc1ccc(-c2ccc(S(=O)(=O)c3cccc(N)c3)cc2N)cc1,2.211,339.411,2,3,3,2.211,120.58
168,CC(C)CCNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1ccccc1,6.335,433.609,1,1,4,6.335,65.5
1400,c1ccc(-c2cc(-c3cc4ccccc4o3)nc3nnnn23)cc1,3.725,313.313,4,0,2,3.725,69.11
3421,O=C(Cc1cccs1)NC1(C(=O)NC2CCCCC2)CCCCC1,3.872,348.503,2,2,5,3.872,86.44
1392,O=C(C[C@H]1CCC[C@@H](N2CCCC2)[C@@H]1C(=O)c1cccs1)c1cccs1,4.844,387.559,3,0,6,3.288,93.85
2257,CNC1=C(c2cccc(C)n2)C(=O)C(c2ccc(Cl)cc2Cl)O1,3.952,349.211,3,1,3,4.084,51.22
2177,CCOC(=O)Cc1cc(=O)n2nc(-c3ccccc3)c(-c3ccccc3)c2[nH]1,3.966,373.405,4,1,6,3.966,73.22
2237,Cc1cc2cc(CCNC(=O)CC(C)(C)C)c(=O)[nH]c2cc1C,3.214,314.422,2,2,5,3.214,58.2
136,CCOC(=O)CNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1C(C)C,4.419,415.549,3,1,5,4.419,91.8
1470,Cc1ccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2ccc(N(C)C)cc2)c(C)c1,7.466,510.693,1,1,3,7.466,68.74
3152,CC(C)c1c(Cl)nc(NCCO)nc1N1CCN(C(=O)CO)CC1,1.155,357.836,5,3,6,1.155,101.82
1278,c1ccc(-c2ncn(CCn3nnc4ccccc43)c2-c2ccsc2)cc1,4.801,371.458,3,0,5,5.779,76.77
1973,O=C1NN=C(c2ccc(F)cc2)Cn2c1cc1ccccc12,3.346,293.295,2,1,1,3.346,46.39
894,CC(CCc1ccco1)NC(=O)c1cc(S(=O)(=O)N(C)C)c(Cl)cc1Cl,3.196,419.323,3,1,7,3.196,88.0
197,O=C(C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1)N1CCN(C/C=C/c2ccccc2)CC1,0.657,444.547,6,0,5,0.483,98.73
2338,CC(C)(C)c1ccc(C(=O)Nc2cc(-n3cnnn3)ccc2N2CCOCC2)cc1,2.751,406.481,5,1,5,2.751,85.17
1483,CCOc1ccc(CCNCc2c(C(=O)O)c(C)n(-c3ccccc3)c2C)cc1OCC,2.029,436.543,5,2,11,3.266,72.72
1792,Cc1cc(C)nc(N2CCN(c3ccccn3)CC2)n1,2.317,269.345,3,0,2,2.317,45.15
2084,CCCC1CCc2c(sc(NC(=O)c3ccccc3)c2C(=O)O)C1,4.578,343.44,3,2,5,3.115,94.64
767,Cc1ccc(-c2nc3n(CC(=O)Nc4cccc(F)c4)c4c(c(=O)n3n2)CCC4)cc1,4.178,417.436,4,1,4,4.178,80.12
2280,CS(=O)(=O)N1CCC(Nc2nc(Cl)ncc2F)C1,0.558,294.734,4,1,3,0.558,83.57
2693,COc1ccc(NC(=O)c2cc3c(=O)n4cc(C)ccc4nc3n2Cc2ccccc2)c(OC)c1,3.834,468.504,5,1,6,3.834,85.16
2081,COc1ccc([C@H]2Oc3cc(OC)cc(OC)c3C[C@H]2O)cc1,2.94,316.348,5,1,4,2.94,57.15
1112,CC(C)(C)c1nnc2ccc(N3CCCc4occc4C3)nn12,3.449,311.382,3,0,2,3.416,59.46
3376,Oc1cccc(-c2cn(Cc3ccc4sccc4c3)nn2)c1,4.162,307.37,3,1,3,4.154,79.18
2850,N#Cc1nccnc1OC1CCN(C(=O)C2CC(=O)N(C3CCOCC3)C2)C1,-1.133,385.417,7,0,4,-1.133,108.65
3116,COC(=O)CC(c1cc(Cl)c2c(c1)OCO2)c1c(O)cc(C)[nH]c1=O,1.675,365.765,6,2,5,1.092,94.09
865,CCC1(c2ccc(NC(=O)c3c(OC)cccc3OC)cc2)CCC(=O)N=C1O,3.465,396.436,6,2,6,3.451,97.22
2389,COc1ccc(N(C)S(=O)(=O)c2cc3c(cc2Cl)Oc2ccccc2NC3=O)cc1,3.686,444.888,5,1,4,3.686,93.32
1085,CC(C)(C)OC(=O)N1CCC(c2n[nH]c3nc(S(C)(=O)=O)ncc23)CC1,1.684,381.45,7,1,4,1.684,126.52
1447,Cc1c(C#N)c2ccccc2n1Cc1nc(CCc2ccccc2)n[nH]1,4.001,341.409,3,1,5,4.002,70.28
199,CCc1cc2c(Nc3ccc(OC)cc3OC)ncnc2s1,3.981,315.39,4,1,5,3.98,84.51
429,COc1cc(=O)n(C)cc1C(=O)N1CCc2ccccc21,0.595,284.31,3,0,2,0.595,49.85
3471,COc1ccccc1-n1nc2c(C)nnc(C)c2c1C,2.469,268.314,4,0,2,2.545,52.83
1823,O=C(N1CCOC2(CCCC2)C1)C1(c2ccccc2)CCOCC1,2.331,329.433,3,0,2,2.331,38.77
1795,COc1ccc(C)cc1C1=CC(C)(c2cc(C)ccc2OC)Nc2nnnn21,3.749,377.44,5,1,4,3.749,74.09
2924,Cc1n[nH]cc1CNC(=O)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)o1,2.121,402.406,4,2,5,2.191,109.04
1970,CC(C)N1/C(=C/C2=Cc3ccccc3OC2)C(=O)c2ccccc2S1(=O)=O,3.161,381.445,4,0,2,3.161,72.06
730,Cc1cnc(C(=O)Nc2cc(Cl)c(Cl)c(Cl)c2)cn1,3.017,316.57,3,1,2,3.017,54.88
2967,COc1nc(NC(C)C)nc(N2C(=N)NC(=O)C2C)n1,1.358,279.298,6,3,4,1.017,116.11
297,O=C(CN1CCCC1Cn1cccn1)Nc1ccccc1-n1ccnc1,1.414,350.418,4,1,6,0.895,67.98
2121,CC(CC(=O)c1ccc2ccccc2c1)n1nnc(-c2ccccc2)n1,4.295,342.394,4,0,5,4.295,60.67
807,COc1ccc(-c2coc3c(O)c(OC)ccc3c2=O)cc1,2.591,298.29,5,1,3,2.582,64.99
2595,CCOC(=O)Nc1cc(-n2c(=O)nc(N(C)C)n(C)c2=O)c(F)cc1Cl,2.777,385.778,5,1,5,2.777,94.55
1565,CN1C(=O)c2[nH]nc(-c3ccccc3)c2C1c1ccco1,2.58,279.293,2,1,2,2.58,62.13
2997,CCOC(=O)c1ccc(Nc2nc3ccccc3n3cnnc23)cc1,3.533,333.344,5,1,5,3.533,81.41
1172,COC(=O)c1cc(F)c(NCCCN(CCCCN(CCCn2c(=O)[nH]c3cc(F)c(F)cc3c2=O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)cc1NC(=O)NCCCN(CCCCN(CCCn1c(=O)[nH]c2cc(F)c(F)cc2c1=O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,8.241,1360.467,15,5,38,8.257,296.43
3327,Cc1ccsc1CN(Cc1cn2ccccc2c1C#N)C(C)C,4.014,323.455,2,0,5,2.434,59.67
3334,COc1ccc(C2C(C(=O)N3CCN(c4ccccn4)CC3)CCC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,3.536,560.641,7,0,8,3.538,93.67
821,Nc1[nH]nc(-c2ccc(Br)s2)c1-c1ccc2c(c1)OCO2,3.406,364.217,3,2,2,3.407,101.4
2711,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],8.163,1115.264,10,6,24,8.156,229.23
1241,CN/C(=N/c1cc(C)nn1-c1ccccc1)c1cccs1,3.462,296.39,2,1,4,3.377,70.45
1563,O=C(CN(CCc1ccccc1)C(=O)CN1C(=O)COc2ccccc21)NCC1CCCO1,1.414,451.515,5,1,9,1.413,88.18
3318,O=C(c1ccccc1)c1cc(Cl)ccc1Nc1cc(Br)cc2c1N(c1ncccn1)CC2,6.77,505.794,3,1,5,6.77,58.12
623,Brc1cc(-c2noc([C@H]3CCCO3)n2)c2ncnn2c1,1.357,336.144,5,0,2,1.357,78.34
1445,Cc1n[nH]c(-n2ccc3nc4ccn(CCc5ccccc5)c(=O)c4cc3c2=O)n1,1.48,398.417,5,1,4,1.709,95.08
1718,CC1CCC(N(Cc2nnc(C3CCC3)n2C)CC2CCCO2)CC1,3.61,346.51,4,0,6,2.289,43.18
1162,Fc1ccc2nc(-c3ccc4c(c3)OCO4)c3nn[nH]c3c2c1,3.541,308.267,5,1,1,4.056,72.92
2260,COC(=O)C1CCCN1C(=O)c1ccc(NC(c2ccc(Cl)cc2)c2ccccc2Cl)c(F)c1,6.086,501.377,3,1,7,6.086,58.64
1640,Cc1nn(C(C)C(=O)N(C)Cc2cnn(C)c2)cc1Br,1.494,340.219,3,0,4,1.494,55.95
3083,O=C1CN(c2nc(C3CCCC3)nc3c2CCOCC3)CCN1,1.598,316.398,4,1,2,1.598,67.35
3332,CC(=O)NCCOC(=O)c1ccc(Cl)c(S(=O)(=O)N(C)C)c1,0.659,348.802,5,1,7,0.659,101.16
2603,COC(=O)c1ccc(Oc2c(C)nn(C(=O)c3ccc(Cl)nc3)c2C)cc1,3.494,385.801,6,0,5,3.494,83.31
2775,CCOC(=O)Cn1c2c(c(=N)c3c1CCC3)CCC2,2.22,260.332,3,1,4,2.116,53.39
2749,O=C(N1CCCO1)N(c1ccccc1)c1ccccc1,2.661,268.31,2,0,2,2.661,32.78
1022,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccnc(N)c2)c1,3.18,392.451,4,2,5,3.187,105.39
1750,COc1cc(=O)n2c(c1C(=O)NCc1ccccc1C(F)(F)F)CCCC2,2.346,380.361,3,1,5,2.346,58.64
291,COc1cc(=O)n(C)cc1C(=O)Nc1ccccc1Br,1.063,337.169,3,1,3,1.063,58.64
2022,C[C@@H](NC(=O)c1ccc(F)cc1)[C@H](O)c1ccccc1,2.693,273.302,2,2,4,2.693,49.33
1740,COC(=O)[C@@H](OC(C)(C)C)c1c(C)nc2c(c(C)c(C)n2CC2CCO2)c1-c1ccc2c(c1)CCCO2,4.681,506.633,6,0,8,4.681,71.81
2282,[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],3.838,272.382,2,2,0,3.504,40.46
1007,CC(C)c1cc(C(C)C)c(S(=O)(=O)NCCCO)c(C(C)C)c1,3.846,341.509,3,2,8,3.846,74.78
3026,CCOc1cc2c(cc1C1CC(=O)NCc3nc4sccn4c31)CCC2,2.86,367.465,3,1,3,3.09,83.87
67,CC(=O)N1c2ccc(S(=O)(=O)Nc3ccc(C(=O)c4c(C)nc5sccn45)cc3)cc2CC1C,2.683,494.586,5,1,5,2.717,137.46
24,Cc1noc(C)c1Cc1c(C(=O)N2CCC(Cc3nc(C4CCOCC4)no3)CC2)noc1C,1.854,469.533,6,0,6,1.854,120.52
216,N#Cc1nccnc1OC1CCN(C(=O)C2CC(=O)N(C3CCOCC3)C2)C1,-1.133,385.417,7,0,4,-1.133,108.65
2860,CCS(=O)C1CCCCC1NC(=O)NC1CC(C)(C)OC1(C)C,1.595,344.513,3,2,4,1.595,86.63
1910,CC1CCc2c(sc(NC(=O)C3CCCN(S(C)(=O)=O)C3)c2C(N)=O)C1,1.185,399.528,4,2,4,1.185,146.19
2783,CCC1(N2CCN(C(=O)c3sccc3C)CC2)CCN(S(C)(=O)=O)C1,1.468,385.545,4,0,4,-0.022,97.55
1153,Cc1ccccc1S(=O)(=O)Nc1nc2ccccc2nc1NC(c1ccccc1)c1nccn1C,4.743,484.573,5,2,7,4.885,110.17
2159,N#Cc1nccnc1OC1CCN(C(=O)N2CCNC2=O)C1,-0.533,302.289,6,1,2,-0.533,111.44
166,COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,0.904,396.364,4,0,4,0.893,65.98
3419,COc1ccc2c(n1)c1c(n2-c2ccccn2)CCC1,4.022,265.31,3,0,2,4.024,39.94
207,CC(Nc1ccn(CCS(C)(=O)=O)n1)c1nc(C(C)(C)C)no1,1.958,341.429,5,1,7,1.958,111.29
2322,N#Cc1cc(-n2ccnc2-c2cc3n(n2)CCNC3)ccc1N1CCOCC1,1.666,375.427,5,1,3,1.632,83.93
2089,CCC(C(=O)Nc1c(C)cc(C)cc1C)n1nc(C)c2c(C)onc2c1=O,3.17,368.43,4,1,4,3.17,87.8
591,COc1ccc(-n2ccc3cc(N4CCCCC4)ccc32)cc1Cl,5.633,340.847,1,0,3,5.499,17.39
1176,COc1ccc(C)cc1NC(=O)c1cc2c(=O)n3cccc(C)c3nc2n1Cc1ccccc1,4.337,452.504,4,1,5,4.337,75.93
1720,O=C1Cc2cc(S(=O)(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc3c2N1CCC3,3.826,487.613,4,0,5,2.493,69.31
1863,CC(C)C[C@@H]1N/C(=N/c2ccccc2)N(c2ccccc2)C1=O,4.175,307.39,2,1,4,4.175,44.7
525,COc1cc2c(Br)c(O)c(Br)cc2cc1Cc1ccccc1,5.951,422.111,2,1,3,5.362,29.46
2335,COC(=O)[C@@H](O)c1c(C)nc2[nH]c(C)c(C)c2c1Cl,1.988,282.723,4,2,3,1.988,75.21
469,CCOC(=O)c1c(N)sc2c1CCC(NC(=O)OC(C)(C)C)C2,2.661,340.438,4,2,6,2.661,118.89
1350,CC(C)=CCn1c(COc2ccc(Br)cc2Cl)noc1=O,4.254,373.63,4,0,5,4.254,51.13
2169,CCOC(=O)c1c(=O)n(-c2ccccc2)nc2cc(C(C)=O)ccc12,2.141,336.341,5,0,5,2.141,76.04
2811,Cn1cc(-n2cc(Cc3c(Cl)cccc3Cl)c(=O)[nH]c2=O)cn1,2.684,351.187,3,1,3,2.684,67.23
1531,COc1ccc(-c2c(-n3cncn3)c(S(C)=O)nn2-c2ccc(F)cc2)cc1,3.567,397.426,5,0,5,3.567,94.04
928,COc1cc(/C=C2\C(=O)N=C(O)N=C2O)ccc1OCc1ccc(Cl)cc1,4.444,386.786,7,2,5,4.443,100.71
1896,Cc1ccc(CNS(=O)(=O)c2cc(-c3ccc(=O)[nH]n3)cc(C)c2C)cc1,3.4,383.464,4,2,5,3.469,96.01
2721,COc1ccc(/C=C/c2cc(OC)cc3oc(-c4ccc(OC)cc4)c(-c4cc(OC)cc(OC)c4)c23)cc1,7.365,522.588,5,0,9,7.365,59.29
1619,CCCC(=O)OCCNc1cc(SCC(=O)OCC)c2nonc2c1[N+](=O)[O-],2.663,412.418,9,1,13,2.663,174.66
1469,CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)CN(Cc2cccnc2)C3=O)CC1,0.622,444.547,6,0,8,-0.876,91.43
1141,CC1(C)Cc2ccccc2C(C2=NC(C)(C)Cc3ccccc32)=N1,4.955,316.439,2,0,1,4.748,24.72
2934,CCS(=O)(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,2.677,323.239,2,0,3,2.677,49.0
1913,CCOc1cccc(CNCc2cccnc2)c1OCc1ccc(C)cc1,4.186,362.465,4,1,9,3.854,43.38
956,C/C=C/Cn1c(C(=O)c2cc(C)cc(C)c2)c(CC)c(NCCO)nc1=O,3.443,369.457,4,2,8,3.442,82.0
1488,COc1cc(=O)[nH]cc1C(=O)N1CCC(C)(C)C(c2ccccc2)C1,1.465,340.416,3,1,3,1.477,58.64
25,Cc1cc(C)cc(N/C(N)=N/Cc2nc(C(C)(C)C)cs2)c1,4.034,316.464,2,2,5,4.053,91.54
1134,COc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,4.875,486.517,5,1,5,4.875,112.13
2197,c1nc(N2CCN(C3CCCCC3)CC2)c2nc[nH]c2n1,2.282,286.375,4,1,2,0.452,60.94
925,COc1ccc(F)c(-c2nc(COc3ccc(-n4cncn4)cc3)c(C)o2)c1,3.311,380.372,5,0,6,3.311,75.2
3224,CCOC(=O)Cn1c(C(=O)OCC)cc2cc(NS(=O)(=O)c3ccc(OC)c(OC)c3)ccc21,3.335,490.526,8,1,12,3.335,130.54
1552,Cc1ccc(N(Cc2ccc(F)cc2)N(C)CC(=O)NC2CCCCC2)cc1,4.916,383.502,2,1,7,4.916,35.58
2744,CCc1ccc(S(=O)(=O)NCc2cccc(CS(C)(=O)=O)c2)s1,2.456,373.511,4,1,7,2.456,125.3
843,Cc1ccnn1CCNC(=O)CCc1nc2ncc(Br)cc2[nH]1,1.267,377.239,4,2,6,1.501,88.49
1645,Cc1oc(-c2[nH]ncc2C(=O)N(C)C)cc1S(=O)(=O)NCCCN(C)C,0.15,383.466,5,2,8,-1.381,119.92
2937,CC(C)n1nc(-c2ccc3ncccc3c2)c2cnc3cc(F)ccc3c21,4.931,356.396,3,0,2,4.938,43.6
2646,CCOc1ccc(Nc2c(-c3cccc(O)c3)nc3ccccn23)cc1,4.697,345.394,3,2,5,4.692,58.79
1020,O=C(NCCN1CCCCC1)c1cc2ccc3ccccc3c2o1,3.597,322.401,2,1,4,2.631,45.48
2187,CCC(C)(NCc1nnc(-c2ccc(F)cc2)o1)c1nc(C)cs1,2.9,346.422,4,1,6,1.669,92.08
749,NC(CCc1c(Cl)cccc1Cl)c1ccc(Cl)cc1Cl,5.983,349.082,1,1,4,5.739,26.02
3052,CC(C)c1noc(-c2cccc(=O)n2CC(=O)N2CCN(c3ccc(F)cc3)CC2)n1,1.993,425.456,4,0,5,1.992,82.78
2371,Cc1ccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)cc1Cl,6.247,425.974,1,1,1,6.247,65.5
180,CN(n1cnc2ccsc2c1=O)S(C)(=O)=O,0.075,259.305,4,0,2,0.057,106.66
1272,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1.343,411.514,5,2,2,1.414,106.08
2498,CCCS(=O)(=O)N1CCC(Oc2nccnc2N2CCOCC2)C1,0.411,356.44,6,0,6,0.411,93.24
1434,CCc1nc2cc(-c3ccccn3)c(CO)nc2n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1,5.409,607.46,7,2,7,5.056,131.43
607,O=C(O)c1nccnc1C(=O)Nc1nc(-c2cccs2)n[nH]1,0.675,316.295,7,3,4,-0.798,161.98
3091,COC(=O)c1sccc1NC(=O)c1cn(C)c(=O)cc1OC,0.123,322.336,5,1,5,0.123,113.18
1352,CN1C(=O)OC2(C)CC(C)(C)c3ccccc3C12C,3.081,259.343,2,0,0,3.081,29.54
